restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed
REST001820,Restaurant_1820,Chennai,Chennai_Locality_3,Casual Dining,Korean; Fast Food,1.9,12:00,23:00,3069,4.0,49,4.3,775,4.15,861,Premium,30,30,36,29,21.0,21.0,5,23,255,274,173448,186372,169623,182262,43.0,57.0,Zomato Better,Dine-in; Alcohol; Rooftop; Private Room; Live Music; Parking; Bar,7,False,False,True,2020-08-26,2088
REST001821,Restaurant_1821,Chennai,Chennai_Locality_18,Cloud Kitchen,Desserts,7.0,11:00,23:00,3165,3.4,3967,3.7,2139,3.55,422,Mid-Range,55,55,36,42,25.0,28.0,9,8,292,318,92418,96621,84388,87876,58.0,42.0,Zomato Better,Alcohol; Outdoor Seating; Rooftop; Family Friendly; Parking; AC,6,False,False,False,2018-10-02,2782
REST001822,Restaurant_1822,Chennai,Chennai_Locality_14,Fine Dine,Street Food,13.7,08:00,23:00,2001,4.1,886,4.7,2742,4.4,1235,Luxury,88,88,62,52,15.0,17.0,18,31,156,179,163761,183483,156897,175607,54.0,46.0,Zomato Better,Takeaway; Private Room; Vegan Options,3,True,True,False,2017-04-12,3320
REST001823,Restaurant_1823,Chennai,Chennai_Locality_19,Cloud Kitchen,Multi-Cuisine,9.4,10:00,23:00,662,4.2,874,4.4,176,4.3,167,Budget,67,67,42,35,27.0,27.0,22,8,274,287,33403,34988,24224,25373,67.0,33.0,Zomato Better,Takeaway; Rooftop; Private Room; Alcohol; Family Friendly,5,False,False,False,2025-08-31,257
REST001824,Restaurant_1824,Chennai,Chennai_Locality_8,Casual Dining,Fast Food,6.0,12:00,22:00,936,4.3,3347,4.1,2251,4.2,371,Mid-Range,50,50,32,33,22.0,21.0,12,11,218,208,63084,60962,57634,55762,51.0,49.0,Swiggy Better,AC; Family Friendly; Parking; Alcohol,4,True,False,True,2019-12-01,2357
REST001825,Restaurant_1825,Chennai,Chennai_Locality_2,Casual Dining,Thai; Desserts,1.5,10:00,22:00,404,4.4,2045,3.3,3979,3.85,207,Budget,30,30,26,26,22.0,21.0,24,12,208,156,33583,25510,30463,23170,44.0,56.0,Swiggy Better,Live Music; Family Friendly; Smoking Area; Dessert Bar; Takeaway; AC; Outdoor Seating; Private Room,8,False,True,False,2020-10-15,2038
REST001826,Restaurant_1826,Chennai,Chennai_Locality_1,Cloud Kitchen,South Indian,14.6,11:00,23:00,2640,3.9,4879,4.0,3794,3.95,262,Budget,93,93,57,55,26.0,27.0,11,12,318,326,61653,62350,46866,47191,62.0,38.0,Zomato Better,Dine-in; AC; Takeaway; Smoking Area; Alcohol; Parking; Live Music,7,False,True,False,2026-03-20,56
REST001827,Restaurant_1827,Chennai,Chennai_Locality_5,Fine Dine,North Indian,11.4,12:00,22:00,572,4.2,1797,4.4,352,4.3,802,Premium,77,77,54,52,18.0,12.0,12,22,135,142,88781,100217,83583,94750,42.0,58.0,Zomato Better,Live Music; Rooftop; WiFi; Bar; Vegan Options; Takeaway; Dine-in,7,False,False,False,2021-05-24,1817
REST001828,Restaurant_1828,Chennai,Chennai_Locality_10,Fine Dine,South Indian; Italian,9.4,07:00,23:00,355,4.0,1237,4.2,1253,4.1,893,Premium,67,67,47,46,17.0,18.0,20,22,125,132,92648,96658,88461,92236,52.0,48.0,Zomato Better,AC; Family Friendly; Outdoor Seating,3,True,True,False,2016-06-25,3611
REST001829,Restaurant_1829,Chennai,Chennai_Locality_10,Fine Dine,Continental; Desserts,11.9,10:00,23:00,2467,3.5,2266,4.9,1293,4.2,321,Mid-Range,79,79,52,42,17.0,17.0,9,40,140,196,37300,52220,31770,44478,52.0,48.0,Zomato Better,Dine-in; Parking; Bar; Family Friendly; Private Room; Vegan Options; Dessert Bar,7,True,True,True,2022-12-27,1235
REST001830,Restaurant_1830,Chennai,Chennai_Locality_7,QSR (Quick Service),Lebanese; Mexican,4.1,08:00,22:00,1565,4.3,2634,4.3,2365,4.3,1180,Premium,40,40,22,37,23.0,18.0,14,10,234,234,212612,226418,207932,221738,62.0,38.0,Zomato Better,Takeaway; Bar; Live Music; Vegan Options; Dessert Bar; Outdoor Seating,6,True,True,False,2025-02-06,463
REST001831,Restaurant_1831,Chennai,Chennai_Locality_9,Cloud Kitchen,Mexican; Street Food,5.0,08:00,23:00,714,3.6,1609,3.8,516,3.7,239,Budget,45,45,44,29,23.0,26.0,11,11,237,250,43615,44215,38282,38590,67.0,33.0,Zomato Better,Private Room; Family Friendly; Rooftop; AC; Outdoor Seating; Vegan Options,6,False,True,True,2019-03-12,2621
REST001832,Restaurant_1832,Chennai,Chennai_Locality_10,Cafe,Vietnamese; Lebanese,12.7,07:00,22:00,2480,4.0,1017,4.6,3409,4.3,759,Premium,83,83,53,44,23.0,23.0,18,29,192,221,112210,129159,104242,119987,62.0,38.0,Zomato Better,Parking; Family Friendly; Private Room; Bar; Takeaway; Live Music,6,False,True,True,2022-06-04,1441
REST001833,Restaurant_1833,Chennai,Chennai_Locality_19,QSR (Quick Service),Fast Food,3.6,08:00,23:00,3480,4.0,1431,3.8,3847,3.9,923,Premium,38,38,28,34,20.0,19.0,25,9,265,252,195676,188402,190641,183614,60.0,40.0,Swiggy Better,Rooftop; Smoking Area; WiFi; AC; Private Room; Parking; Dessert Bar,7,True,True,True,2018-02-08,3018
REST001834,Restaurant_1834,Chennai,Chennai_Locality_4,Cafe,North Indian,12.8,10:00,23:00,987,3.6,4625,4.7,2417,4.15,885,Premium,84,84,53,48,18.0,23.0,7,27,147,192,106677,130838,100503,122774,65.0,35.0,Zomato Better,Rooftop; Parking; Bar; Live Music; Smoking Area,5,False,False,True,2021-08-11,1738
REST001835,Restaurant_1835,Chennai,Chennai_Locality_14,Casual Dining,Thai,12.3,10:00,23:00,3185,3.7,1228,4.8,53,4.25,602,Mid-Range,81,81,53,43,18.0,22.0,12,15,239,310,117979,145563,108300,133008,40.0,60.0,Zomato Better,Takeaway; Rooftop; Vegan Options; Smoking Area; Parking; Family Friendly,6,False,True,False,2025-03-05,436
REST001836,Restaurant_1836,Chennai,Chennai_Locality_17,Fine Dine,Italian; Pan-Asian,2.1,08:00,22:00,1588,4.3,2249,4.1,1324,4.2,1273,Luxury,30,30,33,31,16.0,14.0,11,12,157,149,167883,163122,165528,160887,47.0,53.0,Swiggy Better,Live Music; Vegan Options; Family Friendly; Dessert Bar; Parking; Dine-in,6,False,False,True,2017-02-02,3389
REST001837,Restaurant_1837,Chennai,Chennai_Locality_20,Fine Dine,Pan-Asian,8.6,07:00,22:00,408,3.5,2425,3.4,1820,3.45,180,Budget,63,63,47,43,17.0,16.0,10,11,110,107,16434,16178,12969,12807,43.0,57.0,Swiggy Better,WiFi; Outdoor Seating; Family Friendly; Dessert Bar; AC; Live Music; Alcohol,7,True,True,True,2021-12-30,1597
REST001838,Restaurant_1838,Chennai,Chennai_Locality_8,Casual Dining,Mediterranean; Mexican,10.6,07:00,23:00,441,4.0,3768,4.7,2792,4.35,618,Mid-Range,73,73,49,41,22.0,23.0,18,23,190,224,91587,106592,84652,98416,53.0,47.0,Zomato Better,Private Room; Outdoor Seating; AC; Bar; WiFi,5,True,True,False,2025-12-11,155
REST001839,Restaurant_1839,Chennai,Chennai_Locality_10,Cafe,Desserts; Italian,14.1,12:00,22:00,2103,4.3,528,3.4,3393,3.85,1168,Premium,90,90,50,60,21.0,22.0,19,5,199,157,183621,143033,174666,135968,59.0,41.0,Swiggy Better,Alcohol; WiFi; Dessert Bar; Family Friendly; Private Room,5,True,False,False,2020-10-22,2031
REST001840,Restaurant_1840,Chennai,Chennai_Locality_6,Casual Dining,Thai; Multi-Cuisine,9.9,11:00,23:00,1396,4.4,4840,3.7,4459,4.05,515,Mid-Range,69,69,48,53,21.0,17.0,18,7,235,198,95609,84635,87502,77804,45.0,55.0,Swiggy Better,Dine-in; Smoking Area; Takeaway,3,False,False,True,2024-12-16,515
REST001841,Restaurant_1841,Chennai,Chennai_Locality_9,Cloud Kitchen,Street Food,5.9,12:00,22:00,2347,3.9,4486,3.6,3125,3.75,937,Premium,49,49,49,31,23.0,27.0,8,14,309,285,222940,194942,215369,187960,64.0,36.0,Swiggy Better,Rooftop; Live Music; Bar; Dine-in; Smoking Area,5,True,False,False,2018-01-04,3053
REST001842,Restaurant_1842,Chennai,Chennai_Locality_6,Casual Dining,Vietnamese,13.1,10:00,22:00,1542,3.3,1797,4.2,874,3.75,509,Mid-Range,85,85,52,48,21.0,20.0,5,13,179,228,71977,92841,64370,83151,45.0,55.0,Zomato Better,Takeaway; Bar; Smoking Area; Rooftop,4,False,False,False,2024-12-02,529
REST001843,Restaurant_1843,Chennai,Chennai_Locality_18,Casual Dining,Biryani,3.3,09:00,22:00,611,4.1,3522,4.1,4754,4.1,782,Premium,36,36,29,37,20.0,20.0,12,17,199,199,124494,124494,120912,120912,53.0,47.0,Balanced,Dessert Bar; Vegan Options; Live Music; Parking; Smoking Area,5,True,True,False,2022-05-14,1462
REST001844,Restaurant_1844,Chennai,Chennai_Locality_6,Food Truck,Fast Food,11.0,08:00,23:00,2012,4.1,1665,3.7,1031,3.9,1031,Premium,75,75,49,48,21.0,23.0,23,15,125,113,101811,89707,97123,85469,58.0,42.0,Swiggy Better,Dessert Bar; Bar; Private Room; Family Friendly; Alcohol; WiFi; Outdoor Seating,7,False,False,True,2022-08-01,1383
REST001845,Restaurant_1845,Chennai,Chennai_Locality_15,QSR (Quick Service),Cafe,12.0,12:00,23:00,223,4.4,2907,3.5,305,3.95,936,Premium,80,80,44,53,21.0,23.0,20,11,204,162,150845,116756,142685,110276,59.0,41.0,Swiggy Better,Parking; Vegan Options; WiFi; Rooftop; Takeaway; AC; Bar,7,True,True,True,2025-03-05,436
REST001846,Restaurant_1846,Chennai,Chennai_Locality_18,Fine Dine,Mughlai,5.1,08:00,23:00,146,4.0,4252,3.8,348,3.9,955,Premium,45,45,33,28,13.0,18.0,17,7,122,116,101363,90839,98618,88229,40.0,60.0,Swiggy Better,Dessert Bar; Parking; Bar; Takeaway,4,False,True,True,2024-08-31,622
REST001847,Restaurant_1847,Chennai,Chennai_Locality_7,Cloud Kitchen,Pan-Asian,10.6,10:00,22:00,283,4.1,3596,3.5,653,3.8,1477,Luxury,73,73,43,40,28.0,24.0,16,5,255,218,271177,244709,261869,236752,69.0,31.0,Swiggy Better,Family Friendly; Dessert Bar; WiFi,3,False,False,False,2018-01-04,3053
REST001848,Restaurant_1848,Chennai,Chennai_Locality_10,Cloud Kitchen,Seafood,13.5,12:00,23:00,3396,4.3,805,3.7,3298,4.0,650,Mid-Range,87,87,52,54,27.0,28.0,17,11,378,325,179361,152100,162918,137962,62.0,38.0,Swiggy Better,Dine-in; Parking; Family Friendly; Bar,4,False,False,False,2018-07-30,2846
REST001849,Restaurant_1849,Chennai,Chennai_Locality_2,Cloud Kitchen,South Indian,3.2,09:00,22:00,3578,2.8,3513,4.3,3505,3.55,241,Budget,36,36,37,28,22.0,28.0,7,23,250,384,46995,66631,42495,59719,68.0,32.0,Zomato Better,Dine-in; AC; Alcohol,3,False,False,True,2022-05-29,1447
REST001850,Restaurant_1850,Chennai,Chennai_Locality_16,Casual Dining,Mediterranean; Desserts,4.4,12:00,23:00,469,4.5,124,4.2,2139,4.35,550,Mid-Range,42,42,28,31,18.0,20.0,11,11,215,201,96965,88440,92450,84219,48.0,52.0,Swiggy Better,Dine-in; Takeaway; Alcohol,3,True,True,False,2020-07-12,2133
REST001851,Restaurant_1851,Chennai,Chennai_Locality_18,Fine Dine,Mediterranean; Thai,2.3,12:00,22:00,912,3.5,4154,4.1,4863,3.8,1329,Luxury,31,31,31,23,18.0,15.0,14,14,118,138,128594,155891,126765,153752,53.0,47.0,Zomato Better,AC; Parking; Dine-in,3,True,True,False,2021-01-25,1936
REST001852,Restaurant_1852,Chennai,Chennai_Locality_17,Cloud Kitchen,Mexican; Italian,1.0,10:00,23:00,2159,3.9,1035,3.7,1043,3.8,992,Premium,30,30,31,31,23.0,25.0,8,7,303,287,231443,213528,226898,209223,57.0,43.0,Swiggy Better,Takeaway; Rooftop; AC; Private Room; Parking; Smoking Area; Family Friendly,7,False,True,True,2025-06-01,348
REST001853,Restaurant_1853,Chennai,Chennai_Locality_10,Fine Dine,Vietnamese; Street Food,8.8,08:00,23:00,503,4.7,4015,4.8,3505,4.75,523,Mid-Range,64,64,43,38,18.0,15.0,31,22,150,153,64329,68016,59529,63120,49.0,51.0,Zomato Better,Private Room; Alcohol; Outdoor Seating,3,False,False,False,2017-11-02,3116
REST001854,Restaurant_1854,Chennai,Chennai_Locality_7,Cafe,Mughlai,9.1,08:00,23:00,1896,4.3,4391,4.2,1601,4.25,996,Premium,65,65,44,45,23.0,19.0,17,20,195,190,149549,153284,143211,147109,60.0,40.0,Zomato Better,Live Music; Smoking Area; WiFi,3,False,True,False,2018-04-15,2952
REST001855,Restaurant_1855,Chennai,Chennai_Locality_17,QSR (Quick Service),Korean,6.9,09:00,23:00,1856,3.7,2082,4.2,4424,3.95,441,Mid-Range,54,54,46,45,20.0,21.0,13,15,208,237,73382,82568,67766,76169,62.0,38.0,Zomato Better,Rooftop; Outdoor Seating; Parking,3,False,False,False,2021-01-02,1959
REST001856,Restaurant_1856,Chennai,Chennai_Locality_3,Fine Dine,Pan-Asian,5.4,09:00,23:00,881,3.6,3416,4.4,2657,4.0,1006,Premium,47,47,27,28,13.0,15.0,9,19,121,147,105901,125699,103058,122245,50.0,50.0,Zomato Better,Smoking Area; Family Friendly; Takeaway; Live Music; WiFi; Rooftop,6,True,False,True,2017-12-10,3078
REST001857,Restaurant_1857,Chennai,Chennai_Locality_8,Cafe,Thai; Lebanese,4.3,07:00,22:00,3434,3.4,1118,4.3,3659,3.85,1013,Premium,41,41,36,29,23.0,22.0,11,25,179,227,139621,179361,135952,174708,60.0,40.0,Zomato Better,Dine-in; Private Room; Live Music; Vegan Options; Rooftop; Dessert Bar; AC; Family Friendly,8,False,False,False,2023-06-02,1078
REST001858,Restaurant_1858,Chennai,Chennai_Locality_18,Fine Dine,South Indian; Biryani,4.2,10:00,22:00,2427,4.0,4267,3.3,1533,3.65,262,Budget,41,41,36,31,14.0,16.0,17,10,159,131,35825,28830,32566,26144,54.0,46.0,Swiggy Better,Rooftop; Alcohol; Outdoor Seating; Family Friendly; Dessert Bar; Takeaway; Bar; Live Music,8,True,True,True,2023-12-03,894
REST001859,Restaurant_1859,Chennai,Chennai_Locality_13,Cafe,North Indian,4.6,12:00,23:00,1814,4.8,2195,4.6,3900,4.7,1191,Premium,42,42,35,28,21.0,20.0,36,29,215,206,202291,196276,197776,191950,63.0,37.0,Swiggy Better,Private Room; Alcohol; Dessert Bar; Bar; Family Friendly,5,False,False,False,2018-06-07,2899
REST001860,Restaurant_1860,Chennai,Chennai_Locality_20,Fine Dine,Italian,1.8,09:00,23:00,2494,4.7,453,4.3,3086,4.5,1356,Luxury,30,30,25,17,16.0,15.0,21,13,189,173,215278,199399,212443,196804,52.0,48.0,Swiggy Better,Alcohol; Private Room; Dessert Bar,3,True,True,False,2017-09-29,3150
REST001861,Restaurant_1861,Chennai,Chennai_Locality_17,Cafe,Thai; Mediterranean,12.9,12:00,23:00,2250,4.0,1544,4.1,3166,4.05,827,Premium,84,84,54,52,19.0,18.0,13,13,188,193,125935,130881,118039,122775,46.0,54.0,Zomato Better,Rooftop; Outdoor Seating; Dine-in; Bar; Family Friendly,5,False,False,True,2016-10-28,3486
REST001862,Restaurant_1862,Chennai,Chennai_Locality_19,Casual Dining,Bakery,4.6,10:00,23:00,1560,4.6,4677,4.2,3430,4.4,294,Budget,42,42,40,33,23.0,21.0,25,25,251,229,56821,53187,51550,48378,52.0,48.0,Swiggy Better,WiFi; Rooftop; Parking,3,True,False,False,2020-03-14,2253
REST001863,Restaurant_1863,Chennai,Chennai_Locality_19,Cloud Kitchen,Chinese,7.0,10:00,22:00,2040,4.4,1616,4.4,2756,4.4,764,Premium,55,55,35,35,24.0,23.0,13,21,337,337,195675,198250,186408,188982,56.0,44.0,Zomato Better,Live Music; Dessert Bar; Alcohol; Private Room; Smoking Area; WiFi; Rooftop; Parking,8,True,True,True,2024-04-15,760
REST001864,Restaurant_1864,Chennai,Chennai_Locality_2,Fine Dine,Thai; Korean,5.0,07:00,22:00,3219,3.8,3705,5.0,272,4.4,590,Mid-Range,45,45,31,37,17.0,16.0,8,12,164,216,80310,107049,76620,102189,53.0,47.0,Zomato Better,WiFi; Private Room; Dessert Bar; Outdoor Seating,4,False,True,False,2023-01-04,1227
REST001865,Restaurant_1865,Chennai,Chennai_Locality_16,Fine Dine,Thai,13.1,08:00,22:00,1641,4.0,3852,3.3,4970,3.65,1500,Luxury,85,85,54,43,13.0,18.0,15,6,146,121,190530,148830,184325,143687,44.0,56.0,Swiggy Better,Private Room; Takeaway; Family Friendly,3,True,False,True,2023-04-16,1125
REST001866,Restaurant_1866,Chennai,Chennai_Locality_11,Fine Dine,Mughlai; Multi-Cuisine,14.8,10:00,23:00,3028,4.0,2253,4.3,504,4.15,712,Premium,94,94,46,49,15.0,16.0,20,12,169,182,102278,108850,94335,100296,49.0,51.0,Zomato Better,AC; Smoking Area; Outdoor Seating; Family Friendly; Takeaway; WiFi; Parking,7,False,True,False,2021-07-13,1767
REST001867,Restaurant_1867,Chennai,Chennai_Locality_17,Cafe,Japanese; Mexican,6.8,08:00,23:00,3453,3.4,3684,4.0,3798,3.7,347,Mid-Range,54,54,32,26,17.0,21.0,8,12,180,212,51841,58115,46981,52391,47.0,53.0,Zomato Better,AC; Bar; Private Room; Family Friendly; Dine-in; Rooftop,6,True,True,True,2024-11-11,550
REST001868,Restaurant_1868,Chennai,Chennai_Locality_14,Cafe,Street Food,11.7,09:00,23:00,3046,3.8,2387,4.4,1615,4.1,150,Budget,78,78,48,47,20.0,21.0,5,23,193,224,23160,26544,15633,17808,57.0,43.0,Zomato Better,AC; Parking; Vegan Options; WiFi; Rooftop,5,True,False,False,2020-03-14,2253
REST001869,Restaurant_1869,Chennai,Chennai_Locality_9,Food Truck,Lebanese,9.2,12:00,22:00,822,4.6,1166,4.0,1376,4.3,924,Premium,66,66,32,39,17.0,21.0,35,21,122,106,93564,77375,89538,73877,55.0,45.0,Swiggy Better,Bar; Rooftop; Family Friendly; Alcohol; Parking,5,False,False,False,2020-11-10,2012
REST001870,Restaurant_1870,Chennai,Chennai_Locality_5,QSR (Quick Service),Bakery,4.3,09:00,22:00,1744,4.5,1832,4.1,1066,4.3,457,Mid-Range,41,41,40,45,19.0,18.0,33,22,250,228,92542,85440,87417,80766,52.0,48.0,Swiggy Better,Rooftop; Live Music; Bar; Parking; Dine-in,5,False,False,False,2022-02-21,1544
REST001871,Restaurant_1871,Chennai,Chennai_Locality_19,Casual Dining,Italian,2.7,10:00,22:00,1766,4.4,4034,4.5,3601,4.45,1027,Premium,33,33,44,30,21.0,20.0,25,22,245,251,198775,206221,194733,202080,42.0,58.0,Zomato Better,Dine-in; Outdoor Seating; WiFi,3,False,False,True,2023-03-25,1147
REST001872,Restaurant_1872,Chennai,Chennai_Locality_20,Cafe,Street Food; Cafe,9.2,11:00,23:00,1623,3.5,1843,3.6,1673,3.55,653,Mid-Range,66,66,35,43,22.0,20.0,8,13,154,158,78438,82539,73356,77325,56.0,44.0,Zomato Better,Rooftop; AC; Alcohol; Vegan Options; Smoking Area; Outdoor Seating; Parking; Takeaway,8,False,True,False,2020-01-15,2312
REST001873,Restaurant_1873,Chennai,Chennai_Locality_12,Food Truck,Italian; Mediterranean,3.1,08:00,23:00,611,4.7,4951,4.2,1940,4.45,1132,Premium,35,35,25,29,19.0,18.0,39,10,122,109,111864,101178,109729,99270,60.0,40.0,Swiggy Better,Alcohol; WiFi; Vegan Options; AC; Dine-in; Live Music,6,True,False,False,2024-04-23,752
REST001874,Restaurant_1874,Chennai,Chennai_Locality_5,Fine Dine,Japanese,15.0,10:00,23:00,661,4.1,473,4.2,3692,4.15,977,Premium,95,95,47,58,17.0,17.0,24,17,134,137,108661,111094,102296,104587,47.0,53.0,Zomato Better,Vegan Options; Family Friendly; Takeaway; Alcohol; Rooftop; Smoking Area; Dine-in; Parking,8,False,False,True,2021-06-18,1792
REST001875,Restaurant_1875,Chennai,Chennai_Locality_16,Casual Dining,South Indian,4.6,10:00,22:00,2768,4.2,971,4.0,463,4.1,632,Mid-Range,42,42,34,38,20.0,18.0,21,13,260,248,131456,128523,125996,123315,48.0,52.0,Swiggy Better,Alcohol; WiFi; Rooftop; Vegan Options; Takeaway; Bar; Smoking Area,7,False,False,True,2025-05-18,362
REST001876,Restaurant_1876,Chennai,Chennai_Locality_13,Casual Dining,Korean,4.0,10:00,22:00,1522,4.0,1680,4.4,4920,4.2,1277,Luxury,40,40,28,39,21.0,20.0,11,10,217,239,218916,244162,214576,239382,52.0,48.0,Zomato Better,Outdoor Seating; Alcohol; Dessert Bar; Bar; WiFi; Live Music,6,False,True,False,2025-12-26,140
REST001877,Restaurant_1877,Chennai,Chennai_Locality_6,Cloud Kitchen,Biryani; Korean,11.9,12:00,23:00,1126,3.7,540,3.1,2199,3.4,1412,Luxury,79,79,54,49,23.0,26.0,12,10,256,214,278333,223604,268221,215151,64.0,36.0,Swiggy Better,Live Music; Private Room; WiFi; Parking; Smoking Area,5,False,False,False,2019-05-09,2563
REST001878,Restaurant_1878,Chennai,Chennai_Locality_19,Fine Dine,South Indian,9.3,10:00,22:00,1851,4.1,3526,4.2,2528,4.15,925,Premium,66,66,43,41,18.0,13.0,11,10,154,157,116809,126345,111727,121164,55.0,45.0,Zomato Better,Family Friendly; Dine-in; Outdoor Seating; Smoking Area,4,False,True,False,2016-09-08,3536
REST001879,Restaurant_1879,Chennai,Chennai_Locality_14,Cloud Kitchen,Vietnamese,10.6,11:00,22:00,1026,4.2,2945,3.9,1978,4.05,1284,Luxury,73,73,41,50,28.0,25.0,12,7,287,266,265325,256158,254850,246449,55.0,45.0,Swiggy Better,Family Friendly; Parking; Dine-in,3,True,True,True,2021-10-10,1678
REST001880,Restaurant_1880,Chennai,Chennai_Locality_12,QSR (Quick Service),Pan-Asian,14.0,11:00,22:00,927,4.5,2108,3.4,2621,3.95,878,Premium,90,90,57,51,18.0,19.0,37,14,228,172,164150,122322,153890,114582,49.0,51.0,Swiggy Better,WiFi; Rooftop; Takeaway; Live Music; Vegan Options,5,False,True,False,2021-04-10,1861
REST001881,Restaurant_1881,Chennai,Chennai_Locality_2,Food Truck,Vietnamese,4.0,09:00,23:00,354,3.5,350,3.7,3955,3.6,177,Budget,40,40,28,38,21.0,21.0,5,11,88,93,12305,13004,10545,11144,60.0,40.0,Zomato Better,AC; Takeaway; Dessert Bar; Private Room,4,True,False,True,2023-01-08,1223
REST001882,Restaurant_1882,Chennai,Chennai_Locality_15,Cafe,Thai; Chinese,12.5,12:00,23:00,131,3.5,4354,3.7,1200,3.6,291,Budget,82,82,49,52,23.0,20.0,14,14,128,135,28680,31428,23432,25893,54.0,46.0,Zomato Better,AC; Outdoor Seating; Alcohol; Vegan Options; Live Music; Dine-in; Private Room,7,False,True,True,2022-03-30,1507
REST001883,Restaurant_1883,Chennai,Chennai_Locality_11,Fine Dine,Thai,6.1,11:00,22:00,243,4.0,1236,3.5,3355,3.75,259,Budget,50,50,36,45,18.0,15.0,20,9,123,108,26122,23776,23047,21076,45.0,55.0,Swiggy Better,Smoking Area; Alcohol; Takeaway; Private Room; WiFi; Dessert Bar; Dine-in,7,True,False,False,2022-04-30,1476
REST001884,Restaurant_1884,Chennai,Chennai_Locality_16,Cloud Kitchen,Chinese; Fast Food,9.8,12:00,23:00,240,4.0,4347,4.4,3876,4.2,225,Budget,69,69,42,48,27.0,28.0,11,21,247,272,40569,44064,32048,34680,60.0,40.0,Zomato Better,Dine-in; Vegan Options; Dessert Bar; WiFi; Bar; AC,6,True,False,True,2026-03-03,73
REST001885,Restaurant_1885,Chennai,Chennai_Locality_11,Casual Dining,Biryani; Cafe,1.3,12:00,23:00,1646,4.3,462,3.7,2959,4.0,209,Budget,30,30,34,26,22.0,21.0,24,11,237,204,38635,33682,35080,30622,53.0,47.0,Swiggy Better,Family Friendly; Alcohol; Vegan Options; Live Music; Smoking Area,5,True,True,False,2019-07-16,2495
REST001886,Restaurant_1886,Chennai,Chennai_Locality_5,Cloud Kitchen,Desserts,13.2,11:00,22:00,3484,3.9,1258,3.7,687,3.8,1310,Luxury,86,86,50,39,22.0,23.0,7,12,345,327,352521,329844,337686,315783,71.0,29.0,Swiggy Better,Smoking Area; Rooftop; WiFi; Family Friendly; Takeaway; Private Room,6,True,False,True,2018-09-17,2797
REST001887,Restaurant_1887,Chennai,Chennai_Locality_19,Casual Dining,Chinese,1.2,12:00,23:00,1819,4.0,3982,3.8,3696,3.9,543,Mid-Range,30,30,38,26,18.0,22.0,17,5,224,213,99738,90214,96378,87019,42.0,58.0,Swiggy Better,Smoking Area; Alcohol; Live Music; Takeaway; WiFi; Parking; Outdoor Seating,7,True,False,True,2020-04-19,2217
REST001888,Restaurant_1888,Chennai,Chennai_Locality_7,Casual Dining,Seafood,11.2,11:00,23:00,770,4.0,2995,4.2,3424,4.1,805,Premium,76,76,38,53,19.0,20.0,20,11,198,208,129105,133952,121581,126048,48.0,52.0,Zomato Better,Dine-in; Bar; Parking,3,False,True,True,2020-03-07,2260
REST001889,Restaurant_1889,Chennai,Chennai_Locality_3,QSR (Quick Service),Multi-Cuisine; South Indian,12.9,08:00,23:00,1134,3.8,414,4.1,3949,3.95,1079,Premium,84,84,42,43,21.0,21.0,6,19,197,213,167924,181563,159650,172617,61.0,39.0,Zomato Better,Alcohol; Private Room; Rooftop; Takeaway; Parking; Bar; WiFi,7,False,False,True,2021-09-24,1694
REST001890,Restaurant_1890,Chennai,Chennai_Locality_9,Food Truck,Biryani,2.1,07:00,22:00,411,4.3,2987,3.7,3409,4.0,439,Mid-Range,30,30,33,26,19.0,22.0,20,15,109,93,38759,31845,37124,30450,56.0,44.0,Swiggy Better,Live Music; Rooftop; Dessert Bar; Private Room; AC,5,True,False,False,2017-04-15,3317
REST001891,Restaurant_1891,Chennai,Chennai_Locality_20,Cloud Kitchen,Mexican,13.4,11:00,22:00,2562,4.1,2316,4.3,1097,4.2,627,Mid-Range,87,87,56,47,23.0,24.0,18,19,332,348,160286,165828,145844,150690,72.0,28.0,Zomato Better,Dessert Bar; Takeaway; Alcohol; Smoking Area; AC; Private Room; WiFi,7,False,True,True,2020-02-19,2277
REST001892,Restaurant_1892,Chennai,Chennai_Locality_2,Cloud Kitchen,Bakery; Japanese,10.1,08:00,22:00,3109,4.3,1645,4.2,642,4.25,553,Mid-Range,70,70,43,47,25.0,22.0,25,19,367,359,152213,154851,139368,142286,57.0,43.0,Zomato Better,Live Music; WiFi; Private Room; Family Friendly; Vegan Options; Smoking Area,6,False,True,True,2017-11-24,3094
